FID,date,time,date_time,locations,outLat,outlong,inLat,InLong
3496,2023-12-10,08:39:00,2023-12-10 8:39,Salit,32.242478,35.050057,31.4512,34.4003
1986,2023-07-10,21:19:00,2023-07-10 21:19,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
1987,2023-07-10,20:12:00,2023-07-10 20:12,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
1988,2023-07-10,20:00:00,2023-07-10 20:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
1989,2023-10-17,19:28:00,2023-10-17 19:28,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
1990,2023-10-14,11:31:00,2023-10-14 11:31,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
2475,2023-10-20,18:11:00,2023-10-20 18:11,Metulla,33.277232,35.578235,31.4512,34.4003
2476,2023-12-10,17:54:00,2023-12-10 17:54,Metulla,33.277232,35.578235,31.4512,34.4003
1552,2023-10-18,17:27:00,2023-10-18 17:27,Ghajar,33.272607,35.623637,31.4512,34.4003
2505,2023-10-19,17:37:00,2023-10-19 17:37,Misgav Am,33.247572,35.548499,31.4512,34.4003
2506,2023-10-13,18:26:00,2023-10-13 18:26,Misgav Am,33.247572,35.548499,31.4512,34.4003
2507,2023-12-10,20:47:00,2023-12-10 20:47,Misgav Am,33.247572,35.548499,31.4512,34.4003
2174,2023-10-18,17:26:00,2023-10-18 17:26,Kfar Yuval,33.246577,35.597063,31.4512,34.4003
2095,2023-10-25,16:25:00,2023-10-25 16:25,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
2096,2023-10-19,17:34:00,2023-10-19 17:34,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
2097,2023-10-18,17:27:00,2023-10-18 17:27,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
2098,2023-12-10,20:47:00,2023-12-10 20:47,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
2331,2023-10-18,17:26:00,2023-10-18 17:26,Ma'ayan Baruch,33.239349,35.609359,31.4512,34.4003
3852,2023-10-25,16:25:00,2023-10-25 16:25,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
3853,2023-10-19,17:34:00,2023-10-19 17:34,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
3854,2023-10-18,17:27:00,2023-10-18 17:27,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
3855,2023-12-10,20:47:00,2023-12-10 20:47,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
1253,2023-12-10,17:08:00,2023-12-10 17:08,Dafna,33.23075,35.638268,31.4512,34.4003
1254,2023-10-25,13:01:00,2023-10-25 13:01,Daliyat al-Karmel,33.23075,35.638268,31.4512,34.4003
3671,2023-12-10,17:08:00,2023-12-10 17:08,Shear Yeshuv,33.2263492,35.6468357,31.4512,34.4003
3672,2023-10-24,17:01:00,2023-10-24 17:01,Shefayim,33.2263492,35.6468357,31.4512,34.4003
