,date,time,date_time,locations,outLat,outlong,inLat,InLong
0,2023-10-12,8:39:00,2023-10-12 08:39:00,Salit,32.242478,35.050057,31.4512,34.4003
1,2023-10-07,21:19:00,2023-10-07 21:19:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
2,2023-10-07,20:12:00,2023-10-07 20:12:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
3,2023-10-07,20:00:00,2023-10-07 20:00:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
4,2023-10-17,19:28:00,2023-10-17 19:28:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
5,2023-10-14,11:31:00,2023-10-14 11:31:00,Kerem BeYavne,31.816667,34.716667,31.4512,34.4003
6,2023-10-20,18:11:00,2023-10-20 18:11:00,Metulla,33.277232,35.578235,31.4512,34.4003
7,2023-10-12,17:54:00,2023-10-12 17:54:00,Metulla,33.277232,35.578235,31.4512,34.4003
8,2023-10-18,17:27:00,2023-10-18 17:27:00,Ghajar,33.272607,35.623637,31.4512,34.4003
9,2023-10-19,17:37:00,2023-10-19 17:37:00,Misgav Am,33.247572,35.548499,31.4512,34.4003
10,2023-10-13,18:26:00,2023-10-13 18:26:00,Misgav Am,33.247572,35.548499,31.4512,34.4003
11,2023-10-12,20:47:00,2023-10-12 20:47:00,Misgav Am,33.247572,35.548499,31.4512,34.4003
12,2023-10-18,17:26:00,2023-10-18 17:26:00,Kfar Yuval,33.246577,35.597063,31.4512,34.4003
13,2023-10-25,16:25:00,2023-10-25 16:25:00,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
14,2023-10-19,17:34:00,2023-10-19 17:34:00,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
15,2023-10-18,17:27:00,2023-10-18 17:27:00,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
16,2023-10-12,20:47:00,2023-10-12 20:47:00,Kfar Giladi,33.242078,35.574142,31.4512,34.4003
17,2023-10-18,17:26:00,2023-10-18 17:26:00,Ma'ayan Baruch,33.239349,35.609359,31.4512,34.4003
18,2023-10-25,16:25:00,2023-10-25 16:25:00,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
19,2023-10-19,17:34:00,2023-10-19 17:34:00,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
20,2023-10-18,17:27:00,2023-10-18 17:27:00,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
21,2023-10-12,20:47:00,2023-10-12 20:47:00,Tel Hai,33.23566579,35.58026043,31.4512,34.4003
22,2023-10-12,17:08:00,2023-10-12 17:08:00,Dafna,33.23075,35.638268,31.4512,34.4003
23,2023-10-25,13:01:00,2023-10-25 13:01:00,Daliyat al-Karmel,33.23075,35.638268,31.4512,34.4003
24,2023-10-12,17:08:00,2023-10-12 17:08:00,Shear Yeshuv,33.2263492,35.6468357,31.4512,34.4003
25,2023-10-24,17:01:00,2023-10-24 17:01:00,Shefayim,33.2263492,35.6468357,31.4512,34.4003
26,2023-10-12,17:08:00,2023-10-12 17:08:00,HaGoshrim,33.221485,35.623028,31.4512,34.4003
27,2023-10-13,15:03:00,2023-10-13 15:03:00,Hajajre,33.221485,35.623028,31.4512,34.4003
28,2023-10-19,17:37:00,2023-10-19 17:37:00,Margaliot,33.216474,35.544354,31.4512,34.4003
29,2023-10-18,17:26:00,2023-10-18 17:26:00,Margaliot,33.216474,35.544354,31.4512,34.4003
30,2023-10-12,20:47:00,2023-10-12 20:47:00,Margaliot,33.216474,35.544354,31.4512,34.4003
31,2023-10-07,15:53:00,2023-10-07 15:53:00,Maslul,33.216474,35.544354,31.4512,34.4003
32,2023-10-07,15:19:00,2023-10-07 15:19:00,Maslul,33.216474,35.544354,31.4512,34.4003
33,2023-10-07,15:06:00,2023-10-07 15:06:00,Maslul,33.216474,35.544354,31.4512,34.4003
34,2023-10-07,14:23:00,2023-10-07 14:23:00,Maslul,33.216474,35.544354,31.4512,34.4003
35,2023-10-07,12:18:00,2023-10-07 12:18:00,Maslul,33.216474,35.544354,31.4512,34.4003
36,2023-10-17,16:39:00,2023-10-17 16:39:00,Beit Hillel,33.208782,35.606515,31.4512,34.4003
37,2023-10-25,16:23:00,2023-10-25 16:23:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
38,2023-10-23,16:52:00,2023-10-23 16:52:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
39,2023-10-19,17:34:00,2023-10-19 17:34:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
40,2023-10-19,17:31:00,2023-10-19 17:31:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
41,2023-10-18,17:26:00,2023-10-18 17:26:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
42,2023-10-17,16:39:00,2023-10-17 16:39:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
43,2023-10-12,20:47:00,2023-10-12 20:47:00,Kiryat Shmona,33.207933,35.570246,31.4512,34.4003
44,2023-10-19,17:45:00,2023-10-19 17:45:00,Manara,33.19599049,35.54482314,31.4512,34.4003
45,2023-10-19,17:37:00,2023-10-19 17:37:00,Manara,33.19599049,35.54482314,31.4512,34.4003
46,2023-10-18,17:26:00,2023-10-18 17:26:00,Manara,33.19599049,35.54482314,31.4512,34.4003
47,2023-10-09,14:00:00,2023-10-09 14:00:00,Iftach,33.12871439,35.5504737,31.4512,34.4003
48,2023-10-22,14:02:00,2023-10-22 14:02:00,Iftach,33.12871439,35.5504737,31.4512,34.4003
49,2023-10-09,14:00:00,2023-10-09 14:00:00,Mevo'ot Hermon Regional Council,33.1227609,35.5688795,31.4512,34.4003
50,2023-10-09,17:01:00,2023-10-09 17:01:00,Migdal Oz,33.1227609,35.5688795,31.4512,34.4003
51,2023-10-17,20:16:00,2023-10-17 20:16:00,Malkia,33.098589,35.509624,31.4512,34.4003
52,2023-10-11,11:56:00,2023-10-11 11:56:00,Arab al-Aramshe,33.088834,35.228839,31.4512,34.4003
53,2023-10-10,17:27:00,2023-10-10 17:27:00,Hanita,33.087634,35.17343,31.4512,34.4003
54,2023-10-19,16:43:00,2023-10-19 16:43:00,Hanita,33.087634,35.17343,31.4512,34.4003
55,2023-10-15,16:09:00,2023-10-15 16:09:00,Hanita,33.087634,35.17343,31.4512,34.4003
56,2023-10-19,16:53:00,2023-10-19 16:53:00,Rosh HaNikra,33.08609,35.113455,31.4512,34.4003
57,2023-10-19,16:47:00,2023-10-19 16:47:00,Rosh HaNikra,33.08609,35.113455,31.4512,34.4003
58,2023-10-19,16:44:00,2023-10-19 16:44:00,Rosh HaNikra,33.08609,35.113455,31.4512,34.4003
59,2023-10-15,16:09:00,2023-10-15 16:09:00,Rosh HaNikra,33.08609,35.113455,31.4512,34.4003
60,2023-10-09,17:01:00,2023-10-09 17:01:00,Rosh Tzurim,33.08609,35.113455,31.4512,34.4003
61,2023-10-19,16:02:00,2023-10-19 16:02:00,Shomera,33.08474868,35.28516912,31.4512,34.4003
62,2023-10-09,16:59:00,2023-10-09 16:59:00,Shoresh,33.08474868,35.28516912,31.4512,34.4003
63,2023-10-17,20:16:00,2023-10-17 20:16:00,Dishon,33.08296576,35.51881446,31.4512,34.4003
64,2023-10-19,16:02:00,2023-10-19 16:02:00,Even Menachem,33.075143,35.295219,31.4512,34.4003
65,2023-10-09,16:59:00,2023-10-09 16:59:00,Even Sapir,33.075143,35.295219,31.4512,34.4003
66,2023-10-09,12:00:00,2023-10-09 12:00:00,Even Sapir,33.075143,35.295219,31.4512,34.4003
67,2023-10-07,11:32:00,2023-10-07 11:32:00,Even Sapir,33.075143,35.295219,31.4512,34.4003
68,2023-10-10,17:32:00,2023-10-10 17:32:00,Shlomi,33.072609,35.145945,31.4512,34.4003
69,2023-10-10,17:27:00,2023-10-10 17:27:00,Shlomi,33.072609,35.145945,31.4512,34.4003
70,2023-10-19,17:00:00,2023-10-19 17:00:00,Shlomi,33.072609,35.145945,31.4512,34.4003
71,2023-10-19,16:53:00,2023-10-19 16:53:00,Shlomi,33.072609,35.145945,31.4512,34.4003
72,2023-10-19,16:47:00,2023-10-19 16:47:00,Shlomi,33.072609,35.145945,31.4512,34.4003
73,2023-10-19,16:42:00,2023-10-19 16:42:00,Shlomi,33.072609,35.145945,31.4512,34.4003
74,2023-10-15,16:10:00,2023-10-15 16:10:00,Shlomi,33.072609,35.145945,31.4512,34.4003
75,2023-10-15,16:07:00,2023-10-15 16:07:00,Shlomi,33.072609,35.145945,31.4512,34.4003
76,2023-10-10,17:32:00,2023-10-10 17:32:00,Betzet,33.070047,35.132636,31.4512,34.4003
77,2023-10-10,17:27:00,2023-10-10 17:27:00,Betzet,33.070047,35.132636,31.4512,34.4003
78,2023-10-19,16:54:00,2023-10-19 16:54:00,Betzet,33.070047,35.132636,31.4512,34.4003
79,2023-10-19,16:47:00,2023-10-19 16:47:00,Betzet,33.070047,35.132636,31.4512,34.4003
80,2023-10-19,16:43:00,2023-10-19 16:43:00,Betzet,33.070047,35.132636,31.4512,34.4003
81,2023-10-15,16:10:00,2023-10-15 16:10:00,Betzet,33.070047,35.132636,31.4512,34.4003
82,2023-10-15,16:07:00,2023-10-15 16:07:00,Betzet,33.070047,35.132636,31.4512,34.4003
83,2023-10-10,17:27:00,2023-10-10 17:27:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
84,2023-10-19,17:00:00,2023-10-19 17:00:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
85,2023-10-19,16:54:00,2023-10-19 16:54:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
86,2023-10-19,16:47:00,2023-10-19 16:47:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
87,2023-10-19,16:44:00,2023-10-19 16:44:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
88,2023-10-15,16:10:00,2023-10-15 16:10:00,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
89,2023-10-24,17:28:00,2023-10-24 17:28:00,Netua,33.06508187,35.32263995,31.4512,34.4003
90,2023-10-07,20:00:00,2023-10-07 20:00:00,Netzer Hazani,33.06508187,35.32263995,31.4512,34.4003
91,2023-10-10,17:32:00,2023-10-10 17:32:00,Metzuba,33.06276232,35.15801496,31.4512,34.4003
92,2023-10-10,17:27:00,2023-10-10 17:27:00,Metzuba,33.06276232,35.15801496,31.4512,34.4003
93,2023-10-09,16:59:00,2023-10-09 16:59:00,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
94,2023-10-09,12:00:00,2023-10-09 12:00:00,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
95,2023-10-07,11:34:00,2023-10-07 11:34:00,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
96,2023-10-07,11:32:00,2023-10-07 11:32:00,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
97,2023-10-09,17:01:00,2023-10-09 17:01:00,Mevo Beitar,33.06276232,35.15801496,31.4512,34.4003
98,2023-10-07,11:32:00,2023-10-07 11:32:00,Mevo Beitar,33.06276232,35.15801496,31.4512,34.4003
99,2023-10-10,17:32:00,2023-10-10 17:32:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
100,2023-10-10,17:27:00,2023-10-10 17:27:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
101,2023-10-19,17:00:00,2023-10-19 17:00:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
102,2023-10-19,16:53:00,2023-10-19 16:53:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
103,2023-10-19,16:47:00,2023-10-19 16:47:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
104,2023-10-19,16:44:00,2023-10-19 16:44:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
105,2023-10-15,16:10:00,2023-10-15 16:10:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
106,2023-10-10,17:31:00,2023-10-10 17:31:00,Gornot HaGalil,33.059286,35.24967,31.4512,34.4003
107,2023-10-09,17:00:00,2023-10-09 17:00:00,Gvaot,33.059286,35.24967,31.4512,34.4003
108,2023-10-07,11:32:00,2023-10-07 11:32:00,Gvaot,33.059286,35.24967,31.4512,34.4003
109,2023-10-07,11:31:00,2023-10-07 11:31:00,Gvaram,33.059286,35.24967,31.4512,34.4003
110,2023-10-10,17:31:00,2023-10-10 17:31:00,Goren,33.05707058,35.23813091,31.4512,34.4003
111,2023-10-14,21:53:00,2023-10-14 21:53:00,Alma,33.05171036,35.49944097,31.4512,34.4003
112,2023-10-20,16:04:00,2023-10-20 16:04:00,Dovev,33.0508,35.407747,31.4512,34.4003
113,2023-10-19,16:03:00,2023-10-19 16:03:00,Fassuta,33.04782,35.308827,31.4512,34.4003
114,2023-10-24,17:01:00,2023-10-24 17:01:00,Ga'ash,33.04782,35.308827,31.4512,34.4003
115,2023-10-15,6:43:00,2023-10-15 06:43:00,Sdeh Eliezer,33.04647,35.56525,31.4512,34.4003
116,2023-10-19,17:00:00,2023-10-19 17:00:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
117,2023-10-19,16:54:00,2023-10-19 16:54:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
118,2023-10-19,16:47:00,2023-10-19 16:47:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
119,2023-10-19,16:44:00,2023-10-19 16:44:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
120,2023-10-15,16:10:00,2023-10-15 16:10:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
121,2023-10-19,16:03:00,2023-10-19 16:03:00,Abirim,33.038086,35.286044,31.4512,34.4003
122,2023-10-19,16:44:00,2023-10-19 16:44:00,Nahariya,33.0085361,35.0980514,31.4512,34.4003
123,2023-10-15,16:10:00,2023-10-15 16:10:00,Nahariya,33.0085361,35.0980514,31.4512,34.4003
124,2023-10-09,18:56:00,2023-10-09 18:56:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
125,2023-10-09,1:28:00,2023-10-09 01:28:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
126,2023-10-08,20:01:00,2023-10-08 20:01:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
127,2023-10-07,16:32:00,2023-10-07 16:32:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
128,2023-10-07,15:24:00,2023-10-07 15:24:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
129,2023-10-07,15:11:00,2023-10-07 15:11:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
130,2023-10-07,13:53:00,2023-10-07 13:53:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
131,2023-10-07,11:43:00,2023-10-07 11:43:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
132,2023-10-22,17:00:00,2023-10-22 17:00:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
133,2023-10-07,11:34:00,2023-10-07 11:34:00,Nebi Samuel,33.0085361,35.0980514,31.4512,34.4003
134,2023-10-13,15:02:00,2023-10-13 15:02:00,Amuka,32.997669,35.524801,31.4512,34.4003
135,2023-10-13,15:02:00,2023-10-13 15:02:00,Biriyeh,32.97723244,35.49996943,31.4512,34.4003
136,2023-10-07,15:54:00,2023-10-07 15:54:00,Bitha,32.97723244,35.49996943,31.4512,34.4003
137,2023-10-13,15:02:00,2023-10-13 15:02:00,Safed,32.964648,35.495997,31.4512,34.4003
138,2023-10-23,15:27:00,2023-10-23 15:27:00,Kfar Masaryk,32.891218,35.098414,31.4512,34.4003
139,2023-10-13,15:02:00,2023-10-13 15:02:00,Misgav Regional Center,32.858756,35.259817,31.4512,34.4003
140,2023-10-13,15:02:00,2023-10-13 15:02:00,Rakefet,32.855569,35.264237,31.4512,34.4003
141,2023-10-13,15:02:00,2023-10-13 15:02:00,Manof,32.853258,35.237355,31.4512,34.4003
142,2023-10-13,15:02:00,2023-10-13 15:02:00,Shekhanya,32.849186,35.246701,31.4512,34.4003
143,2023-10-11,18:01:00,2023-10-11 18:01:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
144,2023-10-09,18:56:00,2023-10-09 18:56:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
145,2023-10-08,20:01:00,2023-10-08 20:01:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
146,2023-10-08,19:43:00,2023-10-08 19:43:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
147,2023-10-07,22:43:00,2023-10-07 22:43:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
148,2023-10-07,18:21:00,2023-10-07 18:21:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
149,2023-10-07,18:12:00,2023-10-07 18:12:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
150,2023-10-07,18:06:00,2023-10-07 18:06:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
151,2023-10-07,17:41:00,2023-10-07 17:41:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
152,2023-10-07,17:31:00,2023-10-07 17:31:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
153,2023-10-07,17:07:00,2023-10-07 17:07:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
154,2023-10-07,17:01:00,2023-10-07 17:01:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
155,2023-10-07,13:58:00,2023-10-07 13:58:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
156,2023-10-07,13:46:00,2023-10-07 13:46:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
157,2023-10-22,17:00:00,2023-10-22 17:00:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
158,2023-10-21,12:00:00,2023-10-21 12:00:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
159,2023-10-19,14:39:00,2023-10-19 14:39:00,Tkuma and Havat Izra'am,31.44351028,34.5719724,31.4512,34.4003
160,2023-10-13,15:02:00,2023-10-13 15:02:00,Koranit,32.844412,35.251883,31.4512,34.4003
161,2023-10-13,15:02:00,2023-10-13 15:02:00,Kaukab Abu al-Hija,32.831888,35.248701,31.4512,34.4003
162,2023-10-22,12:59:00,2023-10-22 12:59:00,Kedma,32.831888,35.248701,31.4512,34.4003
163,2023-10-13,15:02:00,2023-10-13 15:02:00,Moreshet,32.826132,35.231997,31.4512,34.4003
164,2023-10-09,16:59:00,2023-10-09 16:59:00,Motza Illit,32.826132,35.231997,31.4512,34.4003
165,2023-10-09,12:00:00,2023-10-09 12:00:00,Motza Illit,32.826132,35.231997,31.4512,34.4003
166,2023-10-07,11:32:00,2023-10-07 11:32:00,Motza Illit,32.826132,35.231997,31.4512,34.4003
167,2023-10-14,21:54:00,2023-10-14 21:54:00,Avnei Eitan,32.824808,35.765777,31.4512,34.4003
168,2023-10-13,15:02:00,2023-10-13 15:02:00,Dmeide,32.8149647,35.2265642,31.4512,34.4003
169,2023-10-13,15:02:00,2023-10-13 15:02:00,Kfar Manda,32.81236,35.258613,31.4512,34.4003
170,2023-10-13,15:03:00,2023-10-13 15:03:00,Shfaram,32.805765,35.169971,31.4512,34.4003
171,2023-10-13,15:03:00,2023-10-13 15:03:00,Adi,32.7813441,35.17402189,31.4512,34.4003
172,2023-10-13,15:03:00,2023-10-13 15:03:00,Bir al-Maksur,32.777291,35.220571,31.4512,34.4003
173,2023-10-13,15:03:00,2023-10-13 15:03:00,Ras Ali,32.772911,35.155512,31.4512,34.4003
174,2023-10-13,15:03:00,2023-10-13 15:03:00,Al Khawaled - West,32.770833,35.136667,31.4512,34.4003
175,2023-10-13,15:03:00,2023-10-13 15:03:00,Tel Regev Cemetary,32.7672379,35.1243861,31.4512,34.4003
176,2023-10-13,15:03:00,2023-10-13 15:03:00,Harduf,32.763717,35.174663,31.4512,34.4003
177,2023-10-13,15:03:00,2023-10-13 15:03:00,Nofit,32.763374,35.148316,31.4512,34.4003
178,2023-10-07,11:31:00,2023-10-07 11:31:00,Noga,32.763374,35.148316,31.4512,34.4003
179,2023-10-22,12:59:00,2023-10-22 12:59:00,Noga,32.763374,35.148316,31.4512,34.4003
180,2023-10-13,15:03:00,2023-10-13 15:03:00,Khawaled,32.758894,35.158374,31.4512,34.4003
181,2023-10-13,15:03:00,2023-10-13 15:03:00,Alon HaGalil,32.756874,35.220294,31.4512,34.4003
182,2023-10-09,17:01:00,2023-10-09 17:01:00,Alon Shvut,32.756874,35.220294,31.4512,34.4003
183,2023-10-13,15:03:00,2023-10-13 15:03:00,HaSollelim,32.751802,35.238022,31.4512,34.4003
184,2023-10-13,15:03:00,2023-10-13 15:03:00,Ka'abiyye,32.74945875,35.18301465,31.4512,34.4003
185,2023-10-13,15:03:00,2023-10-13 15:03:00,Ka'abiyye Tabbash,32.748863,35.184271,31.4512,34.4003
186,2023-10-13,15:03:00,2023-10-13 15:03:00,Kafr Tabbash,32.747673,35.170975,31.4512,34.4003
187,2023-10-13,15:03:00,2023-10-13 15:03:00,Basmat Tab'un,32.736287,35.1532,31.4512,34.4003
188,2023-10-09,17:01:00,2023-10-09 17:01:00,Bat Ayin,32.736287,35.1532,31.4512,34.4003
189,2023-10-07,11:32:00,2023-10-07 11:32:00,Bat Ayin,32.736287,35.1532,31.4512,34.4003
190,2023-10-13,15:03:00,2023-10-13 15:03:00,Bethlehem of Galilee,32.734558,35.191271,31.4512,34.4003
191,2023-10-13,15:03:00,2023-10-13 15:03:00,Alonei Abba,32.730945,35.172028,31.4512,34.4003
192,2023-10-13,15:03:00,2023-10-13 15:03:00,Zarzir,32.723291,35.220436,31.4512,34.4003
193,2023-10-22,12:59:00,2023-10-22 12:59:00,Zavdiel,32.723291,35.220436,31.4512,34.4003
194,2023-10-13,15:03:00,2023-10-13 15:03:00,Alonim,32.721459,35.143399,31.4512,34.4003
195,2023-10-13,15:03:00,2023-10-13 15:03:00,Kiryat Tivon,32.716221,35.127483,31.4512,34.4003
196,2023-10-09,16:59:00,2023-10-09 16:59:00,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
197,2023-10-09,12:00:00,2023-10-09 12:00:00,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
198,2023-10-07,11:32:00,2023-10-07 11:32:00,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
199,2023-10-13,15:03:00,2023-10-13 15:03:00,Manshiya Zabda,32.706219,35.192415,31.4512,34.4003
200,2023-10-09,12:01:00,2023-10-09 12:01:00,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
201,2023-10-08,23:39:00,2023-10-08 23:39:00,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
202,2023-10-07,19:59:00,2023-10-07 19:59:00,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
203,2023-10-24,17:02:00,2023-10-24 17:02:00,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
204,2023-10-09,12:01:00,2023-10-09 12:01:00,Maor,32.706219,35.192415,31.4512,34.4003
205,2023-10-07,20:03:00,2023-10-07 20:03:00,Maor,32.706219,35.192415,31.4512,34.4003
206,2023-10-07,20:00:00,2023-10-07 20:00:00,Maor,32.706219,35.192415,31.4512,34.4003
207,2023-10-10,16:30:00,2023-10-10 16:30:00,Mara'it,32.706219,35.192415,31.4512,34.4003
208,2023-10-13,15:03:00,2023-10-13 15:03:00,Ramat Ishai,32.704029,35.166003,31.4512,34.4003
209,2023-10-09,16:59:00,2023-10-09 16:59:00,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
210,2023-10-09,12:00:00,2023-10-09 12:00:00,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
211,2023-10-07,11:32:00,2023-10-07 11:32:00,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
212,2023-10-13,15:03:00,2023-10-13 15:03:00,Beit Shea'rim,32.69674145,35.1791424,31.4512,34.4003
213,2023-10-11,18:31:00,2023-10-11 18:31:00,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
214,2023-10-25,13:01:00,2023-10-25 13:01:00,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
215,2023-10-11,18:31:00,2023-10-11 18:31:00,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
216,2023-10-11,18:31:00,2023-10-11 18:31:00,Ofer,32.621882,34.983472,31.4512,34.4003
217,2023-10-11,18:31:00,2023-10-11 18:31:00,Ofer,32.621882,34.983472,31.4512,34.4003
218,2023-10-10,17:03:00,2023-10-10 17:03:00,Tal Menashe,32.48309474,35.1606313,31.4512,34.4003
219,2023-10-09,12:01:00,2023-10-09 12:01:00,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
220,2023-10-07,20:03:00,2023-10-07 20:03:00,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
221,2023-10-07,20:00:00,2023-10-07 20:00:00,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
222,2023-10-24,10:52:00,2023-10-24 10:52:00,Talmei Eliyahu,32.48309474,35.1606313,31.4512,34.4003
223,2023-10-10,17:03:00,2023-10-10 17:03:00,Hinanit,32.48055755,35.17399692,31.4512,34.4003
224,2023-10-10,17:03:00,2023-10-10 17:03:00,Shaked,32.47316638,35.16853151,31.4512,34.4003
225,2023-10-10,17:03:00,2023-10-10 17:03:00,Reihan,32.46853197,35.13490098,31.4512,34.4003
226,2023-10-10,17:03:00,2023-10-10 17:03:00,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
227,2023-10-09,12:01:00,2023-10-09 12:01:00,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
228,2023-10-07,20:03:00,2023-10-07 20:03:00,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
229,2023-10-07,20:00:00,2023-10-07 20:00:00,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
230,2023-10-07,20:01:00,2023-10-07 20:01:00,Bror Hayil,32.42097502,35.04323975,31.4512,34.4003
231,2023-10-09,1:28:00,2023-10-09 01:28:00,Brosh,32.42097502,35.04323975,31.4512,34.4003
232,2023-10-10,17:03:00,2023-10-10 17:03:00,Jatt,32.40028095,35.03260448,31.4512,34.4003
233,2023-10-09,16:59:00,2023-10-09 16:59:00,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
234,2023-10-09,12:00:00,2023-10-09 12:00:00,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
235,2023-10-07,11:31:00,2023-10-07 11:31:00,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
236,2023-10-12,8:39:00,2023-10-12 08:39:00,Kfar Yona,32.317719,34.933615,31.4512,34.4003
237,2023-10-12,8:39:00,2023-10-12 08:39:00,Yanuv,32.307431,34.951384,31.4512,34.4003
238,2023-10-12,8:39:00,2023-10-12 08:39:00,Pardessiya,32.30605372,34.91068538,31.4512,34.4003
239,2023-10-12,8:39:00,2023-10-12 08:39:00,Tzur Moshe,32.298911,34.913117,31.4512,34.4003
240,2023-10-12,8:39:00,2023-10-12 08:39:00,Geulim,32.296487,34.943862,31.4512,34.4003
241,2023-10-07,20:00:00,2023-10-07 20:00:00,Gezer,32.296487,34.943862,31.4512,34.4003
242,2023-10-12,8:39:00,2023-10-12 08:39:00,Kadima - Zoran,32.277644,34.919297,31.4512,34.4003
243,2023-10-12,8:39:00,2023-10-12 08:39:00,Even Yehuda,32.2700426,34.8809634,31.4512,34.4003
